보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
253-0239,1,,충청북도 청주시 흥덕구 복대동 221-16,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0240,1,,충청북도 청주시 흥덕구 복대동 226-3,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0241,1,,충청북도 청주시 흥덕구 복대동 629-46,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0242,1,,충청북도 청주시 흥덕구 복대동 203-70,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0243,1,,충청북도 청주시 흥덕구 복대동 203-70,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0244,1,,충청북도 청주시 흥덕구 복대동 210-13,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0245,1,,충청북도 청주시 흥덕구 복대동 203-61,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0246,1,,충청북도 청주시 흥덕구 복대동 203-70,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0247,1,,충청북도 청주시 흥덕구 복대동 203-70,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0248,1,,충청북도 청주시 흥덕구 복대동 195-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0249,1,,충청북도 청주시 흥덕구 복대동 196-7,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0250,1,,충청북도 청주시 흥덕구 복대동 374-2,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0251,1,,충청북도 청주시 흥덕구 복대동 3199-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0252,1,,충청북도 청주시 흥덕구 복대동 350-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0253,1,,충청북도 청주시 흥덕구 복대동 216-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0254,1,,충청북도 청주시 흥덕구 복대동 216-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0255,1,,충청북도 청주시 흥덕구 복대동 216-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0256,1,,충청북도 청주시 흥덕구 복대동 195-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0257,1,,충청북도 청주시 흥덕구 복대동 203-70,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0258,1,,충청북도 청주시 흥덕구 복대동 203-70,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0259,1,,충청북도 청주시 흥덕구 복대동 203-70,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0260,1,,충청북도 청주시 흥덕구 복대동 629-41,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0261,1,,충청북도 청주시 흥덕구 복대동 221-23,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0262,1,,충청북도 청주시 흥덕구 복대동 195-9,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0263,1,,충청북도 청주시 흥덕구 복대동 216-34,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0264,1,,충청북도 청주시 흥덕구 복대동 216-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0265,1,,충청북도 청주시 흥덕구 복대동 216-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0266,1,,충청북도 청주시 흥덕구 복대동 629-42,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0267,1,,충청북도 청주시 흥덕구 복대동 348-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0268,1,,충청북도 청주시 흥덕구 복대동 221-20,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0269,1,,충청북도 청주시 흥덕구 복대동 221-20,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0270,1,,충청북도 청주시 흥덕구 복대동 221-20,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0271,1,,충청북도 청주시 흥덕구 복대동 241-9,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0272,1,,충청북도 청주시 흥덕구 복대동 241-9,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0273,1,,충청북도 청주시 흥덕구 복대동 629-41,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0274,1,,충청북도 청주시 흥덕구 복대동 349-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0275,1,,충청북도 청주시 흥덕구 복대동 3361-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0276,1,,충청북도 청주시 흥덕구 복대동 3100-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0278,1,,충청북도 청주시 흥덕구 복대동 3100-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0279,1,,충청북도 청주시 흥덕구 복대동 3164-0,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0280,1,,충청북도 청주시 흥덕구 복대동 3161-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0281,1,,충청북도 청주시 흥덕구 복대동 2874-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0282,1,,충청북도 청주시 흥덕구 복대동 3018-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0283,1,,충청북도 청주시 흥덕구 복대동 3191-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0284,1,,충청북도 청주시 흥덕구 복대동 3024-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0286,1,,충청북도 청주시 흥덕구 복대동 418-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0288,1,,충청북도 청주시 흥덕구 복대동 3185-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0289,1,,충청북도 청주시 흥덕구 복대동 3023-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0290,1,,충청북도 청주시 흥덕구 복대동 3139-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0291,1,,충청북도 청주시 흥덕구 복대동 3139-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0292,1,,충청북도 청주시 흥덕구 복대동 2949-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0295,1,,충청북도 청주시 흥덕구 복대동 3119-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0296,1,,충청북도 청주시 흥덕구 복대동 3119-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0297,1,,충청북도 청주시 흥덕구 복대동 3119-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0299,1,,충청북도 청주시 흥덕구 복대동 2585-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0300,1,,충청북도 청주시 흥덕구 복대동 3118-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0301,1,,충청북도 청주시 흥덕구 복대동 3126-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0302,1,,충청북도 청주시 흥덕구 복대동 3128-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0303,1,,충청북도 청주시 흥덕구 복대동 2464-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0304,1,,충청북도 청주시 흥덕구 복대동 3129-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0307,1,,충청북도 청주시 흥덕구 복대동 2647-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0308,1,,충청북도 청주시 흥덕구 복대동 3211-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0309,1,,충청북도 청주시 흥덕구 복대동 3146-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0310,1,,충청북도 청주시 흥덕구 복대동 2791-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0311,1,,충청북도 청주시 흥덕구 복대동 2753-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0312,1,,충청북도 청주시 흥덕구 복대동 2824-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0316,1,,충청북도 청주시 흥덕구 복대동 337-8,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0317,1,,충청북도 청주시 흥덕구 복대동 3356-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0318,1,,충청북도 청주시 흥덕구 복대동 3356-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0319,1,,충청북도 청주시 흥덕구 복대동 3354-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0320,1,,충청북도 청주시 흥덕구 복대동 329-5,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0321,1,,충청북도 청주시 흥덕구 복대동 977-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0322,1,,충청북도 청주시 흥덕구 복대동 977-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0323,1,,충청북도 청주시 흥덕구 복대동 73-11,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0324,1,,충청북도 청주시 흥덕구 복대동 100-15,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0339,1,,충청북도 청주시 흥덕구 복대동 3345-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0346,1,,충청북도 청주시 흥덕구 복대동 266-39,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0349,1,,충청북도 청주시 흥덕구 복대동 972-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0350,1,,충청북도 청주시 흥덕구 복대동 3190-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0351,1,,충청북도 청주시 흥덕구 복대동 3190-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0352,1,,충청북도 청주시 흥덕구 복대동 3190-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0353,1,,충청북도 청주시 흥덕구 복대동 3189-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0354,1,,충청북도 청주시 흥덕구 복대동 3143-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0355,1,,충청북도 청주시 흥덕구 복대동 3189-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0356,1,,충청북도 청주시 흥덕구 복대동 3136-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0357,1,,충청북도 청주시 흥덕구 복대동 3138-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0358,1,,충청북도 청주시 흥덕구 복대동 3138-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0360,1,,충청북도 청주시 흥덕구 복대동 3134-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0361,1,,충청북도 청주시 흥덕구 복대동 3137-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0362,1,,충청북도 청주시 흥덕구 복대동 3134-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0363,1,,충청북도 청주시 흥덕구 복대동 3133-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0364,1,,충청북도 청주시 흥덕구 복대동 3133-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0365,1,,충청북도 청주시 흥덕구 복대동 3133-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0366,1,,충청북도 청주시 흥덕구 복대동 2629-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0367,1,,충청북도 청주시 흥덕구 복대동 3133-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0368,1,,충청북도 청주시 흥덕구 복대동 3128-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0369,1,,충청북도 청주시 흥덕구 복대동 2485-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0370,1,,충청북도 청주시 흥덕구 복대동 3127-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0371,1,,충청북도 청주시 흥덕구 복대동 3127-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0372,1,,충청북도 청주시 흥덕구 복대동 3129-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0373,1,,충청북도 청주시 흥덕구 복대동 3129-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0374,1,,충청북도 청주시 흥덕구 복대동 2518-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0375,1,,충청북도 청주시 흥덕구 복대동 2015-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0376,1,,충청북도 청주시 흥덕구 복대동 3049-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0377,1,,충청북도 청주시 흥덕구 복대동 2138-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
253-0381,1,,충청북도 청주시 흥덕구 복대동 2907-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0382,1,,충청북도 청주시 흥덕구 복대동 3116-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0383,1,,충청북도 청주시 흥덕구 복대동 3116-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0384,1,,충청북도 청주시 흥덕구 복대동 3116-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0385,1,,충청북도 청주시 흥덕구 복대동 3117-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0386,1,,충청북도 청주시 흥덕구 복대동 3115-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0387,1,,충청북도 청주시 흥덕구 복대동 3117-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0388,1,,충청북도 청주시 흥덕구 복대동 3117-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0389,1,,충청북도 청주시 흥덕구 복대동 3118-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0390,1,,충청북도 청주시 흥덕구 복대동 2526-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0392,1,,충청북도 청주시 흥덕구 복대동 2516-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0393,1,,충청북도 청주시 흥덕구 복대동 3120-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0394,1,,충청북도 청주시 흥덕구 복대동 3118-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0395,1,,충청북도 청주시 흥덕구 복대동 3120-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0396,1,,충청북도 청주시 흥덕구 복대동 2495-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0397,1,,충청북도 청주시 흥덕구 복대동 3116-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0398,1,,충청북도 청주시 흥덕구 복대동 3115-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0399,1,,충청북도 청주시 흥덕구 복대동 3165-0,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0400,1,,충청북도 청주시 흥덕구 복대동 3165-0,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0401,1,,충청북도 청주시 흥덕구 복대동 3167-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0402,1,,충청북도 청주시 흥덕구 복대동 3163-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0403,1,,충청북도 청주시 흥덕구 복대동 2892-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0428,1,,충청북도 청주시 흥덕구 복대동 3174-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0431,1,,충청북도 청주시 흥덕구 복대동 2810-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0432,1,,충청북도 청주시 흥덕구 복대동 3146-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0433,1,,충청북도 청주시 흥덕구 복대동 3146-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0434,1,,충청북도 청주시 흥덕구 복대동 3146-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0435,1,,충청북도 청주시 흥덕구 복대동 3146-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0436,1,,충청북도 청주시 흥덕구 복대동 2760-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0437,1,,충청북도 청주시 흥덕구 복대동 3147-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0438,1,,충청북도 청주시 흥덕구 복대동 3185-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0439,1,,충청북도 청주시 흥덕구 복대동 2945-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0440,1,,충청북도 청주시 흥덕구 복대동 2944-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0441,1,,충청북도 청주시 흥덕구 복대동 3185-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0442,1,,충청북도 청주시 흥덕구 복대동 3189-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0443,1,,충청북도 청주시 흥덕구 복대동 3190-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0444,1,,충청북도 청주시 흥덕구 복대동 3191-0,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
253-0445,1,,충청북도 청주시 흥덕구 복대동 3191-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0002,1,,충청북도 청주시 흥덕구 복대동 926-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0003,1,,충청북도 청주시 흥덕구 복대동 889-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0004,1,,충청북도 청주시 흥덕구 복대동 967-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0005,1,,충청북도 청주시 흥덕구 복대동 2429-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0006,1,,충청북도 청주시 흥덕구 복대동 1898-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0007,1,,충청북도 청주시 흥덕구 복대동 1898-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0014,1,,충청북도 청주시 흥덕구 복대동 967-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0015,1,,충청북도 청주시 흥덕구 복대동 967-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0019,1,,충청북도 청주시 흥덕구 복대동 49-12,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0020,1,,충청북도 청주시 흥덕구 복대동 967-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0021,1,,충청북도 청주시 흥덕구 복대동 1898-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0022,1,,충청북도 청주시 흥덕구 복대동 1898-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0023,1,,충청북도 청주시 흥덕구 복대동 1898-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0024,1,,충청북도 청주시 흥덕구 복대동 1898-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0025,1,,충청북도 청주시 흥덕구 복대동 50-5,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0026,1,,충청북도 청주시 흥덕구 복대동 51-12,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0027,1,,충청북도 청주시 흥덕구 복대동 967-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0028,1,,충청북도 청주시 흥덕구 복대동 967-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0029,1,,충청북도 청주시 흥덕구 복대동 967-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0030,1,,충청북도 청주시 흥덕구 복대동 54-8,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0031,1,,충청북도 청주시 흥덕구 복대동 967-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0032,1,,충청북도 청주시 흥덕구 복대동 1899-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0033,1,,충청북도 청주시 흥덕구 복대동 977-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0034,1,,충청북도 청주시 흥덕구 복대동 967-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0035,1,,충청북도 청주시 흥덕구 복대동 1899-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0036,1,,충청북도 청주시 흥덕구 복대동 1899-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0037,1,,충청북도 청주시 흥덕구 복대동 1899-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0038,1,,충청북도 청주시 흥덕구 복대동 1899-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0039,1,,충청북도 청주시 흥덕구 복대동 1899-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0040,1,,충청북도 청주시 흥덕구 복대동 1900-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0041,1,,충청북도 청주시 흥덕구 복대동 1899-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0042,1,,충청북도 청주시 흥덕구 복대동 1899-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0043,1,,충청북도 청주시 흥덕구 복대동 1900-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0044,1,,충청북도 청주시 흥덕구 복대동 1900-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0045,1,,충청북도 청주시 흥덕구 복대동 1062-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0046,1,,충청북도 청주시 흥덕구 복대동 1899-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0047,1,,충청북도 청주시 흥덕구 복대동 1900-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0048,1,,충청북도 청주시 흥덕구 복대동 1900-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0049,1,,충청북도 청주시 흥덕구 복대동 1900-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0050,1,,충청북도 청주시 흥덕구 복대동 776-34,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0051,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0052,1,,충청북도 청주시 흥덕구 복대동 777-3,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0053,1,,충청북도 청주시 흥덕구 복대동 121-19,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0054,1,,충청북도 청주시 흥덕구 복대동 126-3,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0055,1,,충청북도 청주시 흥덕구 복대동 778-6,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0056,1,,충청북도 청주시 흥덕구 복대동 792-2,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0057,1,,충청북도 청주시 흥덕구 복대동 1906-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0058,1,,충청북도 청주시 흥덕구 복대동 776-11,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0059,1,,충청북도 청주시 흥덕구 복대동 776-11,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0060,1,,충청북도 청주시 흥덕구 복대동 913-29,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0061,1,,충청북도 청주시 흥덕구 복대동 774-9,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0062,1,,충청북도 청주시 흥덕구 복대동 1898-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0063,1,,충청북도 청주시 흥덕구 복대동 120-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0064,1,,충청북도 청주시 흥덕구 복대동 977-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0065,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0066,1,,충청북도 청주시 흥덕구 복대동 124-6,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0067,1,,충청북도 청주시 흥덕구 복대동 124-10,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0068,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0069,1,,충청북도 청주시 흥덕구 복대동 127-5,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0070,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0071,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0072,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0073,1,,충청북도 청주시 흥덕구 복대동 139-6,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0074,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0075,1,,충청북도 청주시 흥덕구 복대동 161-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0076,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0077,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0078,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0079,1,,충청북도 청주시 흥덕구 복대동 161-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0080,1,,충청북도 청주시 흥덕구 복대동 150-4,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0081,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0082,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
